indicadores,estimadores,aeropuertos_islas_id,aeropuertos_islas_nombre,periodos_id,periodos_nombre,trafico_aereo_comercial_pasajeros_aviones_mercancias
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2003M03,2003 marzo,0.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2003M02,2003 febrero,2.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2003M01,2003 enero,6.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2002M12,2002 diciembre,-1.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2002M11,2002 noviembre,-1.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2002M10,2002 octubre,-2.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2002M09,2002 septiembre,-2.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2002M08,2002 agosto,-2.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2002M07,2002 julio,-3.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2002M06,2002 junio,-3.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2002M05,2002 mayo,-3.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2002M04,2002 abril,-2.8
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2002M03,2002 marzo,-0.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2002M02,2002 febrero,-2.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2002M01,2002 enero,-4.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2001M12,2001 diciembre,2.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2001M11,2001 noviembre,2.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2001M10,2001 octubre,2.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2001M09,2001 septiembre,3.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2001M08,2001 agosto,3.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2001M07,2001 julio,3.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2001M06,2001 junio,3.8
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2001M05,2001 mayo,3.8
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2001M04,2001 abril,4.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2001M03,2001 marzo,5.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2001M02,2001 febrero,5.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2001M01,2001 enero,6.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2000M12,2000 diciembre,3.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2000M11,2000 noviembre,2.8
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2000M10,2000 octubre,3.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2000M09,2000 septiembre,2.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2000M08,2000 agosto,2.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2000M07,2000 julio,2.8
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2000M06,2000 junio,2.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2000M05,2000 mayo,2.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2000M04,2000 abril,1.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2000M03,2000 marzo,-0.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2000M02,2000 febrero,-1.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,2000M01,2000 enero,-5.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,1999M12,1999 diciembre,.
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,1999M11,1999 noviembre,.
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,1999M10,1999 octubre,.
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,1999M09,1999 septiembre,.
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,1999M08,1999 agosto,.
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,1999M07,1999 julio,.
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,1999M06,1999 junio,.
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,1999M05,1999 mayo,.
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,1999M04,1999 abril,.
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,1999M03,1999 marzo,.
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,1999M02,1999 febrero,.
Pasajeros,Tasas de variación de la media en lo que va de año,ES70,Canarias,1999M01,1999 enero,.
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2020M03,2020 Marzo (p),-23.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2020M02,2020 Febrero (p),-4.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2020M01,2020 Enero (p),-7.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2019M12,2019 Diciembre (p),-0.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2019M11,2019 Noviembre (p),-0.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2019M10,2019 Octubre (p),0.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2019M09,2019 Septiembre (p),0.8
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2019M08,2019 Agosto (p),1.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2019M07,2019 Julio (p),1.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2019M06,2019 Junio (p),1.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2019M05,2019 Mayo (p),2.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2019M04,2019 Abril (p),2.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2019M03,2019 Marzo (p),1.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2019M02,2019 Febrero (p),1.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2019M01,2019 Enero (p),1.8
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2018M12,2018 Diciembre (p),-0.8
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2018M11,2018 Noviembre (p),-0.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2018M10,2018 Octubre (p),-0.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2018M09,2018 Septiembre (p),-0.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2018M08,2018 Agosto (p),-0.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2018M07,2018 Julio (p),0.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2018M06,2018 Junio (p),1.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2018M05,2018 Mayo (p),1.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2018M04,2018 Abril (p),1.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2018M03,2018 Marzo (p),5.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2018M02,2018 Febrero (p),3.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2018M01,2018 Enero (p),4.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2017M12,2017 Diciembre (p),10.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2017M11,2017 Noviembre (p),10.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2017M10,2017 Octubre (p),10.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2017M09,2017 Septiembre (p),10.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2017M08,2017 Agosto (p),11.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2017M07,2017 Julio (p),10.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2017M06,2017 Junio (p),11.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2017M05,2017 Mayo (p),10.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2017M04,2017 Abril (p),12.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2017M03,2017 Marzo (p),8.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2017M02,2017 Febrero (p),8.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2017M01,2017 Enero (p),8.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2016M12,2016 Diciembre (p),9.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2016M11,2016 Noviembre (p),8.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2016M10,2016 Octubre (p),8.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2016M09,2016 Septiembre (p),8.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2016M08,2016 Agosto (p),7.8
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2016M07,2016 Julio (p),8.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2016M06,2016 Junio (p),8.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2016M05,2016 Mayo (p),8.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2016M04,2016 Abril (p),8.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2016M03,2016 Marzo (p),9.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2016M02,2016 Febrero (p),10.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2016M01,2016 Enero (p),9.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2015M12,2015 Diciembre (p),5.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2015M11,2015 Noviembre (p),5.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2015M10,2015 Octubre (p),5.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2015M09,2015 Septiembre (p),4.8
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2015M08,2015 Agosto (p),4.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2015M07,2015 Julio (p),4.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2015M06,2015 Junio (p),5.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2015M05,2015 Mayo (p),5.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2015M04,2015 Abril (p),3.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2015M03,2015 Marzo (p),4.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2015M02,2015 Febrero (p),4.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2015M01,2015 Enero (p),4.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2014M12,2014 Diciembre (p),10.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2014M11,2014 Noviembre (p),11.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2014M10,2014 Octubre (p),12.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2014M09,2014 Septiembre (p),13.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2014M08,2014 Agosto (p),14.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2014M07,2014 Julio (p),14.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2014M06,2014 Junio (p),14.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2014M05,2014 Mayo (p),15.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2014M04,2014 Abril (p),16.8
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2014M03,2014 Marzo (p),15.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2014M02,2014 Febrero (p),17.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2014M01,2014 Enero (p),18.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2013M12,2013 diciembre,3.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2013M11,2013 noviembre,2.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2013M10,2013 octubre,0.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2013M09,2013 septiembre,-0.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2013M08,2013 agosto,-0.8
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2013M07,2013 julio,-1.8
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2013M06,2013 junio,-1.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2013M05,2013 mayo,-2.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2013M04,2013 abril,-4.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2013M03,2013 marzo,-5.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2013M02,2013 febrero,-9.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2013M01,2013 enero,-9.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2012M12,2012 diciembre,-6.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2012M11,2012 noviembre,-6.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2012M10,2012 octubre,-6.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2012M09,2012 septiembre,-6.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2012M08,2012 agosto,-5.8
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2012M07,2012 julio,-5.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2012M06,2012 junio,-5.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2012M05,2012 mayo,-5.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2012M04,2012 abril,-5.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2012M03,2012 marzo,-2.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2012M02,2012 febrero,0.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2012M01,2012 enero,3.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2011M12,2011 diciembre,12.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2011M11,2011 noviembre,12.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2011M10,2011 octubre,13.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2011M09,2011 septiembre,13.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2011M08,2011 agosto,13.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2011M07,2011 julio,14.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2011M06,2011 junio,15.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2011M05,2011 mayo,16.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2011M04,2011 abril,16.8
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2011M03,2011 marzo,10.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2011M02,2011 febrero,9.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2011M01,2011 enero,5.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2010M12,2010 diciembre,5.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2010M11,2010 noviembre,6.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2010M10,2010 octubre,7.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2010M09,2010 septiembre,7.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2010M08,2010 agosto,6.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2010M07,2010 julio,6.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2010M06,2010 junio,5.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2010M05,2010 mayo,4.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2010M04,2010 abril,2.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2010M03,2010 marzo,5.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2010M02,2010 febrero,4.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2010M01,2010 enero,2.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2009M12,2009 diciembre,-13.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2009M11,2009 noviembre,-15.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2009M10,2009 octubre,-16.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2009M09,2009 septiembre,-17.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2009M08,2009 agosto,-17.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2009M07,2009 julio,-18.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2009M06,2009 junio,-19.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2009M05,2009 mayo,-18.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2009M04,2009 abril,-17.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2009M03,2009 marzo,-20.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2009M02,2009 febrero,-18.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2009M01,2009 enero,-15.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2008M12,2008 diciembre,-3.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2008M11,2008 noviembre,-1.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2008M10,2008 octubre,-0.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2008M09,2008 septiembre,0.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2008M08,2008 agosto,1.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2008M07,2008 julio,2.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2008M06,2008 junio,4.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2008M05,2008 mayo,4.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2008M04,2008 abril,3.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2008M03,2008 marzo,8.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2008M02,2008 febrero,8.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2008M01,2008 enero,8.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2007M12,2007 diciembre,0.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2007M11,2007 noviembre,0.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2007M10,2007 octubre,-0.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2007M09,2007 septiembre,0.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2007M08,2007 agosto,-0.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2007M07,2007 julio,0.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2007M06,2007 junio,0.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2007M05,2007 mayo,1.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2007M04,2007 abril,0.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2007M03,2007 marzo,2.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2007M02,2007 febrero,-0.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2007M01,2007 enero,-3.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2006M12,2006 diciembre,2.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2006M11,2006 noviembre,2.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2006M10,2006 octubre,2.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2006M09,2006 septiembre,2.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2006M08,2006 agosto,3.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2006M07,2006 julio,2.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2006M06,2006 junio,2.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2006M05,2006 mayo,1.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2006M04,2006 abril,1.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2006M03,2006 marzo,-4.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2006M02,2006 febrero,-3.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2006M01,2006 enero,-2.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2005M12,2005 diciembre,-0.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2005M11,2005 noviembre,0.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2005M10,2005 octubre,0.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2005M09,2005 septiembre,0.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2005M08,2005 agosto,0.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2005M07,2005 julio,0.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2005M06,2005 junio,0.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2005M05,2005 mayo,-0.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2005M04,2005 abril,-0.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2005M03,2005 marzo,4.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2005M02,2005 febrero,-0.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2005M01,2005 enero,1.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2004M12,2004 diciembre,2.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2004M11,2004 noviembre,1.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2004M10,2004 octubre,1.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2004M09,2004 septiembre,1.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2004M08,2004 agosto,0.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2004M07,2004 julio,-0.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2004M06,2004 junio,-0.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2004M05,2004 mayo,-0.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2004M04,2004 abril,0.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2004M03,2004 marzo,0.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2004M02,2004 febrero,3.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2004M01,2004 enero,1.4
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2003M12,2003 diciembre,5.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2003M11,2003 noviembre,6.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2003M10,2003 octubre,6.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2003M09,2003 septiembre,6.7
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2003M08,2003 agosto,7.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2003M07,2003 julio,8.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2003M06,2003 junio,6.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2003M05,2003 mayo,6.1
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2003M04,2003 abril,5.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2003M03,2003 marzo,2.9
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2003M02,2003 febrero,4.6
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2003M01,2003 enero,7.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2002M12,2002 diciembre,0.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2002M11,2002 noviembre,0.2
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2002M10,2002 octubre,0.5
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2002M09,2002 septiembre,0.0
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2002M08,2002 agosto,-0.3
Pasajeros,Tasas de variación de la media en lo que va de año,ES708,Lanzarote,2002M07,2002 julio,-1.9
